Date,Open,Hi,Lo,Close,A. Close,Volume
10/5/12,23.757143,23.785713,23.26,23.306786,20.068213,594006000
10/8/12,23.102858,23.127144,22.718214,22.791786,19.624784,637994000
10/9/12,22.808929,22.874643,22.269644,22.708929,19.553438,838597200
10/10/12,22.847857,23.035,22.75,22.889643,19.709047,510356000
10/11/12,23.089287,23.114286,22.432142,22.432142,19.315107,546081200
10/12/12,22.484285,22.692142,22.332144,22.489643,19.364616,460014800
10/15/12,22.583929,22.683214,22.280357,22.67,19.519918,432502000
10/16/12,22.691786,23.225,22.535713,23.206785,19.982109,549771600
10/17/12,23.173929,23.313929,23,23.021786,19.822823,389037600
10/18/12,22.842501,22.930714,22.5,22.594286,19.454727,476624400
10/19/12,22.5375,22.563213,21.772142,21.780001,18.753584,744086000
10/22/12,21.872143,22.692142,21.812857,22.643929,19.497469,546730800
10/23/12,22.535713,22.639286,21.84643,21.905714,18.861834,707145600
10/24/12,22.194286,22.376785,21.808571,22.029642,18.968536,558527200
10/25/12,22.142857,22.214287,21.626785,21.769285,18.744352,656325600
10/26/12,21.765356,21.928572,21.107143,21.571428,18.573997,1018432800
10/31/12,21.245714,21.498571,20.989286,21.261429,18.307074,510003200
11/1/12,21.365,21.535713,21.220358,21.305,18.344591,361298000
11/2/12,21.281786,21.319643,20.526787,20.6,17.737549,599373600
11/5/12,20.84,20.991785,20.628571,20.879286,17.978031,529135600
11/6/12,21.079643,21.097857,20.717501,20.816071,17.923599,374917200
11/7/12,20.494286,20.519285,19.848213,19.928572,17.237799,793648800
11/8/12,20.022499,20.079643,19.1175,19.205357,16.612223,1056146000
11/9/12,19.300714,19.817142,19.061428,19.537857,16.899834,929913600
11/12/12,19.791071,19.803572,19.237499,19.386786,16.769157,515802000
11/13/12,19.246786,19.66,19.155714,19.389286,16.771326,532949200
11/14/12,19.482143,19.551786,19.149286,19.174286,16.58535,477170400
11/15/12,19.1975,19.267857,18.665001,18.772142,16.237507,789910800
11/16/12,18.757143,18.928572,18.0625,18.845715,16.301144,1266893600
11/19/12,19.311071,20.267857,19.281429,20.204643,17.476589,823317600
11/20/12,20.425358,20.426786,19.806429,20.032499,17.327692,642754000
11/21/12,20.151787,20.263214,19.878571,20.060715,17.352097,373002000
11/23/12,20.256071,20.428572,20.092857,20.410713,17.654837,272826400
11/26/12,20.567858,21.071428,20.489643,21.054644,18.211824,630579600
11/27/12,21.055357,21.08643,20.717857,20.885,18.065079,533330000
11/28/12,20.616785,20.921429,20.437857,20.819286,18.008247,520864400
11/29/12,21.079287,21.223213,20.901787,21.048571,18.206575,514698800
11/30/12,20.956785,21.014286,20.809999,20.902857,18.08053,391319600
12/3/12,21.201786,21.235357,20.910713,20.935356,18.108648,364280000
12/4/12,20.77857,20.77857,20.433214,20.566071,17.789213,557068400
12/5/12,20.318214,20.330357,19.241785,19.2425,16.64436,1044638000
12/6/12,18.890715,19.76107,18.522499,19.544287,16.905397,1177212400
12/7/12,19.764286,19.828571,18.928572,19.044643,16.473215,787040800
12/10/12,18.75,19.2325,18.627857,18.922144,16.367256,630484400
12/11/12,19.2775,19.627144,19.191786,19.335358,16.724678,592345600
12/12/12,19.563213,19.571428,19.1525,19.25,16.65085,487144000
12/13/12,18.969643,19.201429,18.77857,18.9175,16.363243,625259600
12/14/12,18.383928,18.504642,18.056429,18.206785,15.748491,1009579200
12/17/12,18.176071,18.571428,17.901072,18.529642,16.027752,757607200
12/18/12,18.75,19.103571,18.580357,19.067858,16.493296,625685200
12/19/12,18.981071,19.060715,18.767857,18.796785,16.258823,449369200
12/20/12,18.928572,18.935715,18.531429,18.633215,16.11734,481689600
12/21/12,18.3025,18.559643,18.222857,18.547501,16.043198,596268400
12/24/12,18.583929,18.723213,18.525356,18.577499,16.069149,175753200
12/26/12,18.535713,18.552143,18.254286,18.321428,15.847651,302436400
12/27/12,18.340714,18.4375,18.023571,18.395,15.911294,455120400
12/28/12,18.224644,18.374287,18.147142,18.199642,15.742314,354278400
12/31/12,18.233213,19.121429,18.178572,19.006071,16.439848,659492400
1/2/13,19.779285,19.821428,19.343929,19.608213,16.960693,560518000
1/3/13,19.567142,19.631071,19.321428,19.360714,16.746613,352965200
1/4/13,19.1775,19.236786,18.779642,18.821428,16.280138,594333600
1/7/13,18.642857,18.90357,18.4,18.710714,16.184372,484156400
1/8/13,18.900356,18.996071,18.616072,18.76107,16.227934,458707200
1/9/13,18.660713,18.750357,18.428213,18.467857,15.974311,407604400
1/10/13,18.876785,18.882856,18.411428,18.696787,16.172327,601146000
1/11/13,18.607143,18.761429,18.536428,18.582144,16.073168,350506800
1/14/13,17.952856,18.125,17.803928,17.919643,15.500116,734207600
1/15/13,17.796429,17.821072,17.263571,17.354286,15.011092,876772400
1/16/13,17.665714,18.194286,17.589287,18.074642,15.634188,690804800
1/17/13,18.225357,18.241072,17.929644,17.952856,15.528847,453678400
1/18/13,17.804285,17.936428,17.728571,17.857143,15.446056,472922800
1/22/13,18.02,18.138571,17.736786,18.0275,15.593408,461546400
1/23/13,18.171785,18.3925,18.0275,18.3575,15.878853,861509600
1/24/13,16.428572,16.633215,16.080357,16.089287,13.916896,1460852400
1/25/13,16.131786,16.293928,15.535714,15.71,13.58882,1208026400
1/28/13,15.636786,16.186071,15.566429,16.065357,13.896196,785517600
1/29/13,16.375,16.435715,16.147142,16.366785,14.156926,571158000
1/30/13,16.321428,16.521429,16.232143,16.315357,14.112441,417155200
1/31/13,16.320715,16.402857,16.249287,16.2675,14.071045,319334400
2/1/13,16.396786,16.41,16.012501,16.200714,14.013274,539484400
2/4/13,16.211071,16.283571,15.785714,15.797143,13.664197,477117200
2/5/13,15.858929,16.419287,15.793571,16.351429,14.143644,573347600
2/6/13,16.3025,16.660713,16.16357,16.333929,14.128507,593706400
2/7/13,16.544643,16.785713,16.218571,16.722143,14.548602,704580800
2/8/13,16.928572,17.100357,16.723213,16.963572,14.75865,633158400
2/11/13,17.017857,17.319286,16.901787,17.140356,14.912457,517490400
2/12/13,17.125357,17.227858,16.705,16.710714,14.538657,609053200
2/13/13,16.686071,16.915714,16.543571,16.678928,14.511006,475207600
2/14/13,16.59,16.844286,16.572144,16.663929,14.497952,355275200
2/15/13,16.744642,16.79143,16.425714,16.434286,14.298157,391745200
2/19/13,16.467857,16.526072,16.208929,16.428213,14.292875,435783600
2/20/13,16.346071,16.346071,16.02857,16.030357,13.946734,476302400
2/21/13,15.928571,16.041786,15.815,15.930714,13.86004,447182400
2/22/13,16.044643,16.128571,15.95,16.100357,14.007634,330654800
2/25/13,16.208929,16.254286,15.806071,15.814286,13.758747,372579200
2/26/13,15.850714,16.126429,15.630714,16.034643,13.950461,501499600
2/27/13,16.015356,16.158571,15.7375,15.8775,13.813744,587350400
2/28/13,15.858929,15.995357,15.764286,15.764286,13.715243,322515200
3/1/13,15.642857,15.649286,15.356429,15.373929,13.375628,552448400
3/4/13,15.278571,15.292857,14.964286,15.001786,13.051854,582755600
3/5/13,15.052857,15.5425,15.026786,15.397857,13.396444,638433600
3/6/13,15.518214,15.544643,15.158214,15.202143,13.226169,460250000
3/7/13,15.160714,15.428929,15.037857,15.377857,13.379047,468473600
3/8/13,15.35,15.551071,15.3075,15.418571,13.414466,391482000
3/11/13,15.348214,15.678929,15.183571,15.638214,13.605564,474236000
3/12/13,15.557143,15.674286,15.270357,15.301071,13.312241,465911600
3/13/13,15.301786,15.517857,15.191429,15.298214,13.309756,405549200
3/14/13,15.458214,15.522857,15.373214,15.446429,13.438704,303875600
3/15/13,15.640357,15.865357,15.616071,15.845,13.785469,643960800
3/18/13,15.766071,16.337856,15.757143,16.275715,14.160197,606197200
3/19/13,16.410713,16.463215,16.017857,16.231787,14.121981,526775200
3/20/13,16.33643,16.343929,16.056786,16.145714,14.047095,308660800
3/21/13,16.079287,16.356428,16.075001,16.168928,14.067295,383255600
3/22/13,16.235001,16.503571,16.182501,16.496786,14.352537,395105200
3/25/13,16.596071,16.78393,16.492144,16.556429,14.404424,501135600
3/26/13,16.622856,16.637142,16.4475,16.469286,14.328613,294294000
3/27/13,16.302143,16.314285,16.0975,16.145714,14.047095,331237200
3/28/13,16.065001,16.136429,15.772143,15.809286,13.754397,442839600
4/1/13,15.782143,15.846429,15.276429,15.318214,13.327156,389732000
4/2/13,15.271429,15.647857,15.228571,15.349643,13.354497,529519200
4/3/13,15.406071,15.617143,15.368214,15.428214,13.422858,363216000
4/4/13,15.491429,15.535714,15.1875,15.275714,13.290178,358447600
4/5/13,15.160714,15.176786,14.988571,15.114286,13.149735,383695200
4/8/13,15.173214,15.267857,15.088929,15.221786,13.243259,300829200
4/9/13,15.227143,15.303571,15.098214,15.249286,13.267184,306614000
4/10/13,15.289286,15.609286,15.214643,15.560357,13.537826,375928000
4/11/13,15.49,15.6425,15.4,15.511786,13.495565,328364400
4/12/13,15.505357,15.505357,15.324643,15.35,13.354809,238613200
4/15/13,15.25,15.281786,14.983929,14.994643,13.045642,317520000
4/16/13,15.056071,15.236071,15.020357,15.222857,13.244191,305771200
4/17/13,15.009643,15.021429,14.218214,14.385714,12.515859,945056000
4/18/13,14.463929,14.4925,13.919286,14.001786,12.181837,666299200
4/19/13,13.856071,14.271429,13.753571,13.9475,12.134604,609274400
4/22/13,14.022857,14.364286,13.973929,14.238214,12.387534,429920400
4/23/13,14.428214,14.585,14.243214,14.504643,12.619332,664238400
4/24/13,14.055,14.830357,14.017857,14.480714,12.598511,969651200
4/25/13,14.686786,14.783571,14.535714,14.585,12.689244,384837600
4/26/13,14.636071,14.956071,14.580357,14.9,12.963298,764097600
4/29/13,15.016071,15.486429,15,15.361429,13.364755,640326400
4/30/13,15.539286,15.901786,15.431071,15.813571,13.758122,691538400
5/1/13,15.873571,15.890357,15.513929,15.688929,13.649685,506909200
5/2/13,15.777857,16.02107,15.736786,15.911429,13.843266,421828400
5/3/13,16.118214,16.186787,16.041071,16.070715,13.981846,361300800
5/6/13,16.275356,16.507143,16.225357,16.45393,14.31525,496641600
5/7/13,16.606071,16.633928,16.203571,16.380714,14.251549,483753200
5/8/13,16.394285,16.620358,16.278929,16.565714,14.412505,472598000
5/9/13,16.421785,16.535713,16.270714,16.313213,14.286769,398487600
5/10/13,16.356071,16.418215,16.088572,16.1775,14.167913,334852000
5/13/13,16.125357,16.353571,16.125,16.240713,14.223278,316948800
5/14/13,16.208929,16.257143,15.791071,15.852143,13.882973,447118000
5/15/13,15.684286,15.75,15.084286,15.316071,13.413489,741613600
5/16/13,15.115714,15.6375,14.960714,15.520714,13.592712,603204000
5/17/13,15.680357,15.7175,15.393214,15.473571,13.551425,427904400
5/20/13,15.425357,15.921429,15.360714,15.818929,13.853882,451578400
5/21/13,15.648214,15.91,15.507143,15.702143,13.751605,456022000
5/22/13,15.858929,16.012501,15.650714,15.7625,13.804466,443038400
5/23/13,15.569643,15.934286,15.563929,15.790714,13.829175,353021200
5/24/13,15.744643,15.916429,15.727143,15.898214,13.92332,276166800
5/28/13,16.067858,16.111071,15.744643,15.765714,13.807277,386145200
5/29/13,15.714286,15.982143,15.692857,15.891071,13.917065,330576400
5/30/13,15.916071,16.232143,15.875357,16.127857,14.124434,353519600
5/31/13,16.160713,16.325001,16.053572,16.061787,14.066573,384302800
6/3/13,16.0975,16.155714,15.802857,16.097143,14.09754,372352400
6/4/13,16.186428,16.229643,15.978214,16.046785,14.053432,292728800
6/5/13,15.916071,16.097143,15.846786,15.896786,13.922071,290589600
6/6/13,15.909643,15.964286,15.501786,15.659286,13.714071,416934000
6/7/13,15.589286,15.83,15.456071,15.778929,13.818852,404535600
6/10/13,15.883214,16.03857,15.6,15.674643,13.727521,450153200
6/11/13,15.562143,15.812857,15.475714,15.628571,13.687172,286112400
6/12/13,15.696429,15.758929,15.410714,15.435357,13.517959,265227200
6/13/13,15.446429,15.612143,15.3125,15.57,13.635877,285832400
6/14/13,15.55,15.581786,15.303571,15.358929,13.451026,271866000
6/17/13,15.408571,15.560714,15.37,15.428571,13.512017,259414400
6/18/13,15.412857,15.532143,15.364643,15.420357,13.504824,195025600
6/19/13,15.407143,15.416429,15.107143,15.107143,13.230516,310940000
6/20/13,14.975,15.213571,14.8275,14.887143,13.037843,357310800
6/21/13,14.946071,15,14.575,14.767857,12.933374,481118400
6/24/13,14.55,14.595,14.216071,14.376429,12.590574,480746000
6/25/13,14.489286,14.563929,14.243929,14.379643,12.593387,314162800
6/26/13,14.425,14.456786,14.130714,14.216786,12.450762,367724000
6/27/13,14.258929,14.335357,14.055,14.063571,12.316579,337246000
6/28/13,13.977143,14.295357,13.888214,14.161786,12.402594,578516400
7/1/13,14.381786,14.723929,14.329286,14.615,12.799507,391053600
7/2/13,14.641429,15.058214,14.623929,14.946071,13.089453,469865200
7/3/13,15.030714,15.106429,14.908929,15.028571,13.161705,240928800
7/5/13,15.013929,15.1175,14.833929,14.907857,13.055987,274024800
7/8/13,15.003929,15.035714,14.666071,14.823214,12.981857,298138400
7/9/13,14.771429,15.125,14.656429,15.083929,13.210187,352584400
7/10/13,14.985714,15.171429,14.9375,15.026071,13.159515,281405600
7/11/13,15.105357,15.294643,15.041786,15.260357,13.364698,326292400
7/12/13,15.273214,15.349643,15.121786,15.2325,13.340302,279563200
7/15/13,15.178929,15.409286,15.171429,15.265714,13.36939,241917200
7/16/13,15.232857,15.3825,15.148929,15.364286,13.455719,216538000
7/17/13,15.346429,15.436429,15.293571,15.368214,13.459155,198990400
7/18/13,15.477857,15.531071,15.378929,15.42,13.504512,218878800
7/19/13,15.467857,15.499286,15.155357,15.176786,13.291509,268721600
7/22/13,15.337857,15.348214,15.195357,15.225357,13.334043,207796400
7/23/13,15.214286,15.248571,14.953929,14.963929,13.105094,369395600
7/24/13,15.676071,15.878214,15.545,15.7325,13.778192,591936800
7/25/13,15.739286,15.764286,15.564643,15.660714,13.715323,229493600
7/26/13,15.546429,15.751429,15.512143,15.749643,13.793204,200152400
7/29/13,15.742857,16.071072,15.721429,15.9925,14.005897,248057600
7/30/13,16.07,16.326786,16.043928,16.190001,14.178861,309422400
7/31/13,16.249643,16.33357,16.051071,16.161785,14.15415,322957600
8/1/13,16.276787,16.314285,16.187857,16.309999,14.28395,206250800
8/2/13,16.3575,16.530357,16.309286,16.519285,14.467245,274783600
8/5/13,16.596071,16.809643,16.505358,16.766071,14.683367,318855600
8/6/13,16.715,16.853214,16.506071,16.616072,14.552002,334857600
8/7/13,16.564285,16.678572,16.491785,16.606428,14.54356,298858000
8/8/13,16.566429,16.575001,16.355356,16.464643,14.514595,255777200
8/9/13,16.379999,16.445,16.201786,16.230356,14.308058,266865200
8/12/13,16.316429,16.737499,16.308214,16.691429,14.714518,364434000
8/13/13,16.819286,17.66643,16.71607,17.484644,15.413792,881941200
8/14/13,17.781429,18.008928,17.621429,17.803572,15.694942,756372400
8/15/13,17.729286,17.942858,17.467142,17.782499,15.676372,490294000
8/16/13,17.862499,17.962143,17.816429,17.940357,15.815527,362306000
8/19/13,18.012142,18.347857,18,18.133572,15.98586,510518400
8/20/13,18.20393,18.234644,17.886429,17.895357,15.775852,358688400
8/21/13,17.985357,18.112499,17.9,17.941429,15.816472,335879600
8/22/13,18.035,18.056786,17.792856,17.962856,15.835355,244207600
8/23/13,17.973928,17.976786,17.833929,17.893572,15.774283,222731600
8/26/13,17.883928,18.22143,17.875,17.963215,15.835681,330965600
8/27/13,17.785713,17.946787,17.367857,17.449642,15.382931,424188800
8/28/13,17.357143,17.707144,17.357143,17.532143,15.455663,307608000
8/29/13,17.558929,17.732143,17.540358,17.560715,15.480848,239657600
8/30/13,17.571428,17.605356,17.375,17.400715,15.3398,272297200
9/3/13,17.610714,17.878571,17.405357,17.449286,15.382617,331928800
9/4/13,17.841429,17.937143,17.724285,17.810356,15.700925,345032800
9/5/13,17.866072,17.88143,17.629999,17.688213,15.593246,236367600
9/6/13,17.80143,17.834999,17.498215,17.793571,15.686128,359525600
9/9/13,18.035713,18.139999,17.981428,18.077499,15.936423,340687200
9/10/13,18.078571,18.123215,17.482143,17.665714,15.573414,743195600
9/11/13,16.678928,16.9175,16.600357,16.70393,14.72554,898696400
9/12/13,16.732143,16.978571,16.643213,16.881786,14.882332,404051200
9/13/13,16.762142,16.85107,16.59643,16.603571,14.637067,298835600
9/16/13,16.464287,16.486071,15.972143,16.075714,14.171728,543706800
9/17/13,15.998571,16.418215,15.982143,16.261429,14.335447,399380800
9/18/13,16.542143,16.655357,16.452143,16.595715,14.63014,456862000
9/19/13,16.810715,16.993929,16.758928,16.867857,14.87005,404541200
9/20/13,17.071428,17.09107,16.642857,16.693214,14.716098,699302800
9/23/13,17.717857,17.746786,17.235714,17.522858,15.447475,762106800
9/24/13,17.674286,17.695356,17.422144,17.467857,15.398989,364344400
9/25/13,17.47143,17.487143,17.19393,17.1975,15.160649,316957200
9/26/13,17.357143,17.44857,17.282143,17.365,15.308311,237221600
9/27/13,17.277857,17.309643,17.168571,17.241072,15.199067,228040400
9/30/13,17.044643,17.202143,16.943214,17.026787,15.010156,260156400
10/1/13,17.0875,17.469286,17.084999,17.427143,15.363098,353883600
10/2/13,17.343929,17.564285,17.276787,17.484285,15.41347,289184000
10/3/13,17.518213,17.583929,17.169287,17.264643,15.219837,322753200
10/4/13,17.280714,17.307142,17.092857,17.251072,15.207884,258868400
10/7/13,17.377144,17.594643,17.333929,17.419643,15.356483,312292400
10/8/13,17.497856,17.522858,17.162144,17.17643,15.142076,290917200
10/9/13,17.308571,17.42107,17.081429,17.378214,15.31996,301725200
10/10/13,17.547144,17.584999,17.394285,17.487143,15.415988,278602800
10/11/13,17.3925,17.637142,17.327143,17.600357,15.515799,267738800
10/14/13,17.493929,17.770714,17.476786,17.715714,15.617495,261898000
10/15/13,17.768213,17.928572,17.697144,17.809999,15.700611,320073600
10/16/13,17.885357,17.9475,17.829643,17.896786,15.777114,251101200
10/17/13,17.856428,18.027857,17.845715,18.017857,15.883846,253593200
10/18/13,18.071072,18.187857,18.061071,18.174643,16.022068,290542000
10/21/13,18.2775,18.725,18.268572,18.620001,16.414675,398106800
10/22/13,18.800358,18.873215,18.143929,18.566786,16.36776,534063600
10/23/13,18.535713,18.77393,18.535713,18.748571,16.528015,313723200
10/24/13,18.75,19.016787,18.65893,18.996786,16.74683,384764800
10/25/13,18.975714,19.043928,18.753929,18.784286,16.559504,337792000
10/28/13,18.894285,18.964287,18.686071,18.924286,16.68292,550440800
10/29/13,19.1525,19.258928,18.376429,18.452856,16.267324,635807200
10/30/13,18.557501,18.84,18.465,18.746429,16.526129,354163600
10/31/13,18.75,18.838928,18.616785,18.667856,16.456856,275696400
11/1/13,18.715,18.742857,18.422857,18.5725,16.372799,274890000
11/4/13,18.610714,18.815001,18.528929,18.8125,16.584373,244627600
11/5/13,18.735001,18.888929,18.678572,18.766071,16.543444,265213200
11/6/13,18.719643,18.745001,18.507143,18.604286,16.496574,223375600
11/7/13,18.556429,18.685356,18.299286,18.303213,16.229609,262620400
11/8/13,18.377857,18.611786,18.306786,18.591429,16.485176,279316800
11/11/13,18.571072,18.631071,18.371786,18.5375,16.437355,227452400
11/12/13,18.488214,18.71143,18.464287,18.571787,16.467758,204276800
11/13/13,18.5,18.651787,18.462856,18.593929,16.487391,197220800
11/14/13,18.671785,18.902857,18.638214,18.862858,16.725853,282419200
11/15/13,18.806429,18.89607,18.731787,18.749643,16.625467,317920400
11/18/13,18.749643,18.828215,18.507143,18.522499,16.424055,244944000
11/19/13,18.536785,18.692142,18.498928,18.555357,16.453186,208938800
11/20/13,18.543928,18.58643,18.368929,18.392857,16.309101,193916800
11/21/13,18.485714,18.614643,18.345358,18.612143,16.503538,262026800
11/22/13,18.554285,18.648571,18.518929,18.564285,16.461103,223725600
11/25/13,18.607857,18.781071,18.607143,18.705,16.58588,229311600
11/26/13,18.718571,19.147858,18.714287,19.049999,16.891794,401382800
11/27/13,19.153929,19.5,19.049999,19.498571,17.289545,363448400
11/29/13,19.624287,19.940357,19.564644,19.859644,17.609711,318127600
12/2/13,19.928572,20.154642,19.672144,19.686787,17.456432,472544800
12/3/13,19.939285,20.227858,19.917143,20.225714,17.934311,450968000
12/4/13,20.196428,20.328215,20.029285,20.178572,17.892511,377809600
12/5/13,20.451786,20.540714,20.22893,20.282143,17.984346,447580000
12/6/13,20.206785,20.241072,19.984644,20.000713,17.734798,344352400
12/9/13,20.032143,20.342142,20.032143,20.229643,17.937798,320493600
12/10/13,20.127857,20.281429,20.042856,20.198214,17.909922,278269600
12/11/13,20.25,20.391787,19.98893,20.048571,17.777235,359718800
12/12/13,20.076429,20.190714,20.001072,20.019285,17.751268,262290000
12/13/13,20.101786,20.102858,19.77393,19.801071,17.557772,332822000
12/16/13,19.822144,20.094286,19.821787,19.910713,17.654999,282592800
12/17/13,19.850357,19.98,19.763571,19.821072,17.575514,229902400
12/18/13,19.632143,19.694643,19.242857,19.670357,17.441868,565863200
12/19/13,19.625,19.642857,19.418928,19.445,17.242048,320308800
12/20/13,19.479643,19.700357,19.457857,19.607857,17.386452,436413600
12/23/13,20.285713,20.382856,20.098572,20.360357,18.053699,501306400
12/24/13,20.353214,20.424286,20.215357,20.27393,17.977064,167554800
12/26/13,20.289286,20.339287,20.120714,20.139286,17.857676,204008000
12/27/13,20.136429,20.157499,19.982143,20.003214,17.737015,225884400
12/30/13,19.909286,20.003214,19.725714,19.804285,17.560627,253629600
12/31/13,19.791786,20.045713,19.785713,20.036428,17.76647,223084400
1/2/14,19.845715,19.893929,19.715,19.754642,17.516607,234684800
1/3/14,19.745001,19.775,19.301071,19.320715,17.131842,392467600
1/6/14,19.194643,19.52857,19.057142,19.426071,17.225258,412610800
1/7/14,19.440001,19.498571,19.21143,19.287144,17.102072,317209200
1/8/14,19.243214,19.484285,19.23893,19.409286,17.210377,258529600
1/9/14,19.52857,19.530714,19.119642,19.161428,16.990597,279148800
1/10/14,19.279642,19.314285,18.968214,19.033571,16.877228,304976000
1/13/14,18.925358,19.375,18.924286,19.133215,16.965586,378492800
1/14/14,19.222143,19.526072,19.202143,19.513929,17.303167,332561600
1/15/14,19.768572,20.007143,19.702143,19.905714,17.650564,391638800
1/16/14,19.817858,19.887501,19.702856,19.794643,17.55208,229278000
1/17/14,19.695715,19.716785,19.282143,19.309643,17.122023,426739600
1/21/14,19.321072,19.645357,19.300714,19.609644,17.388037,328526800
1/22/14,19.675358,19.903214,19.564644,19.696787,17.4653,379985200
1/23/14,19.640715,19.875,19.4575,19.863571,17.613194,403239200
1/24/14,19.785713,19.843571,19.455357,19.502501,17.293032,429354800
1/27/14,19.645357,19.814285,19.491072,19.660713,17.433321,554878800
1/28/14,18.17,18.392857,17.93107,18.089287,16.039921,1065523200
1/29/14,17.998215,18.120358,17.807858,17.883928,15.857826,502810000
1/30/14,17.947857,18.089287,17.739286,17.849285,15.827108,678501600
1/31/14,17.684999,17.911785,17.626785,17.878571,15.853077,464797200
2/3/14,17.950357,18.133215,17.832144,17.911785,15.882528,401464000
2/4/14,18.066071,18.195,17.955713,18.17107,16.11244,376681200
2/5/14,18.091429,18.402857,18.080357,18.306786,16.232773,328344800
2/6/14,18.216429,18.339287,18.13607,18.303928,16.327396,257765200
2/7/14,18.620714,18.676071,18.477858,18.559999,16.55582,370280400
2/10/14,18.523571,18.999643,18.5,18.8925,16.852409,345559200
2/11/14,18.950357,19.205357,18.910713,19.14143,17.074461,282256800
2/12/14,19.176786,19.27,19.044287,19.139999,17.073189,308100800
2/13/14,19.094999,19.458929,19.078571,19.44393,17.344299,307398000
2/14/14,19.373928,19.499287,19.32893,19.428213,17.33028,272924400
2/18/14,19.5,19.685356,19.486071,19.499643,17.393995,260251600
2/19/14,19.455357,19.531786,19.083929,19.191786,17.119381,313768000
2/20/14,19.035357,19.178572,18.892857,18.969643,16.921225,305858000
2/21/14,19.028214,19.091785,18.735714,18.758928,16.733267,278784800
2/24/14,18.683929,18.925714,18.657858,18.84107,16.806538,288909600
2/25/14,18.906429,18.913214,18.607143,18.645,16.631639,231952000
2/26/14,18.700357,18.75,18.414286,18.476786,16.48159,276217200
2/27/14,18.469286,18.885,18.430357,18.845358,16.810364,301882000
2/28/14,18.895714,19.026787,18.647142,18.794287,16.764805,371968800
3/3/14,18.693571,18.951786,18.671785,18.848572,16.813229,238781200
3/4/14,18.964287,19.022858,18.848928,18.972857,16.924091,259140000
3/5/14,18.96143,19.098213,18.897499,19.012857,16.95977,200062800
3/6/14,19.028214,19.087143,18.860714,18.955357,16.908482,185488800
3/7/14,18.967501,18.999287,18.7875,18.944286,16.898611,220729600
3/10/14,18.870001,19.047501,18.869286,18.96143,16.913902,178584000
3/11/14,19.123215,19.240713,19.02107,19.14607,17.078604,279224400
3/12/14,19.089643,19.191071,19,19.164642,17.095167,199326400
3/13/14,19.194286,19.273571,18.898571,18.951786,16.905302,257742800
3/14/14,18.885357,18.960358,18.678572,18.73893,16.715431,237199200
3/17/14,18.84643,18.9275,18.780357,18.812143,16.780735,199544800
3/18/14,18.782143,18.998928,18.757143,18.978571,16.929188,209647200
3/19/14,19.009287,19.151428,18.892857,18.973572,16.924732,224756000
3/20/14,18.924643,19.02393,18.833929,18.882143,16.84318,208398400
3/21/14,18.997499,19.0625,18.797501,19.031071,16.976017,374046400
3/24/14,19.229286,19.303572,19.109285,19.256786,17.177366,355700800
3/25/14,19.339287,19.491072,19.27107,19.463928,17.362137,282293200
3/26/14,19.518572,19.607143,19.245001,19.277857,17.196161,299768000
3/27/14,19.286428,19.339287,19.111429,19.195,17.122244,222031600
3/28/14,19.225714,19.247856,19.080357,19.173571,17.103134,200564000
3/31/14,19.258215,19.314644,19.140356,19.169287,17.099308,168669200
4/1/14,19.205713,19.352501,19.170357,19.344643,17.255732,200760000
4/2/14,19.370714,19.41,19.295,19.376785,17.284401,180420800
4/3/14,19.335358,19.375,19.201429,19.2425,17.164621,162344000
4/4/14,19.278929,19.285713,18.949286,18.99357,16.942568,275251200
4/7/14,18.857857,18.960714,18.638929,18.695356,16.676563,289850400
4/8/14,18.756786,18.790001,18.525,18.694286,16.675604,243888400
4/9/14,18.665714,18.946072,18.643572,18.940001,16.894783,206169600
4/10/14,18.952856,19.008572,18.684643,18.695715,16.67688,239652000
4/11/14,18.535713,18.672501,18.469286,18.557501,16.553589,271717600
4/14/14,18.639286,18.648571,18.471786,18.63143,16.619534,205674000
4/15/14,18.581072,18.629999,18.261786,18.498571,16.501026,266490000
4/16/14,18.501785,18.610357,18.362143,18.536072,16.534472,214765600
4/17/14,18.571428,18.848572,18.542856,18.747856,16.723389,284334400
4/21/14,18.762142,19.004999,18.712856,18.970358,16.921864,182548800
4/22/14,18.868214,18.993929,18.803572,18.989286,16.938747,202563200
4/23/14,18.895,18.968929,18.730356,18.741072,16.717339,394940000
4/24/14,20.293215,20.357143,20.026072,20.2775,18.087851,759911600
4/25/14,20.161785,20.428213,20.14143,20.42643,18.220707,390275200
4/28/14,20.457144,21.276787,20.448214,21.217501,18.92635,669485600
4/29/14,21.205,21.285,21.053928,21.154642,18.870279,337377600
4/30/14,21.165714,21.408215,21.064285,21.074642,18.798922,456640800
5/1/14,21.142857,21.242857,20.941429,21.124287,18.843206,244048000
5/2/14,21.155001,21.22143,21.061071,21.16357,18.878241,191514400
5/5/14,21.076429,21.464287,21.071428,21.462856,19.14521,287067200
5/6/14,21.492857,21.586071,21.22893,21.22893,18.936543,374564400
5/7/14,21.258928,21.331785,20.990356,21.154642,18.870279,282864400
5/8/14,21.008928,21.22893,20.942858,20.999643,18.836643,230297200
5/9/14,20.876429,20.9375,20.72607,20.912144,18.758158,291597600
5/12/14,20.981787,21.202143,20.978571,21.172501,18.991697,213208800
5/13/14,21.142857,21.23357,21.09643,21.205713,19.021486,159737200
5/14/14,21.158215,21.335714,21.133572,21.209642,19.025011,166404000
